,Bedroom,I slept for ten hours last night,"sgo²³hi, yu³³tli²²lo³³da, tsi²ʔlv²²na, u²sv² tsi²ge²²sv² ",ᏍᎪᎯ ᏳᏟᎶᏓ ᏥᎸᎾ ᎤᏍᏒ ᏥᎨᏍᏒ,data/jw-living-phrases/split_audio/split_audio_74860_80000.mp3
,Bedroom,How long did you sleep last night?,"hi²la² i²³go³³hi⁴⁴da, hi²hlv²²na, u²sv² tsi²ge²²sv²",ᎯᎳ ᎢᎪᎯᏓ ᎯᏢᎾ ᎤᏍᏒ ᏥᎨᏍᏒ,data/jw-living-phrases/split_audio/split_audio_83020_86470.mp3
,Bedroom,How long did you sleep? (after waking),"hi²la² i²³go³³hi⁴⁴da, hi²hlv²²na²",ᎯᎳ ᎢᎪᎯᏓ ᎯᏢᎾ ,data/jw-living-phrases/split_audio/split_audio_90530_93060.mp3
,Bedroom,When did you get up?,hi²la³²yv⁴ ha²di²²da²,ᎯᎳᏴ ᎭᏗᏓ,data/jw-living-phrases/split_audio/split_audio_95480_97300.mp3
,Bedroom,When did you get up yesterday?,hi²la³²yv⁴ tsa²di²²dv²²he³ sv²²hi² tsi²ge²²sv²³ʔi²,ᎯᎳᏴ ᏣᏗᏛᎮ ᏍᏒᎯ ᏥᎨᏍᏒᎢ,data/jw-living-phrases/split_audio/split_audio_100216_104560.mp3
,Bedroom,When did you go to bed last night?,"hi²la³²yv⁴ wi²tsa²²na,si²ne³³ʔi² u²sv² tsi²ge²²sv²",ᎯᎳᏴ ᏫᏣᎾᏍᏏᏁᎢ ᎤᏍᏒ ᏥᎨᏍᏒ,data/jw-living-phrases/split_audio/split_audio_108350_113320.mp3
*,Bedroom,I went to bed at ten last night?,"sgo²³hi, tsa²²hli²²ʔi³li²²sv² tsa²²gi²ye³³tsv² ko²²hi² u²sv⁴⁴ i²",ᏍᎪᎯ ᏣᎵᎢᎵᏍᏒ ᏣᎩᏰᏨ ᎪᎯ ᎤᏍᏒᎢ,
,Bedroom,I woke up at five this morning,"hi²sgi² tsi²ge²²sv² tsa²²hli²²ʔi³li²²sv² tsa²²gi²ye³³tsv² ko²²hi, sa²na³³le⁴⁴ʔi²",ᎯᏍᎩ ᏥᎨᏍᏒ ᏣᏟᎢᎵᏍᏒ ᏣᎩᏰᏨ ᎪᎯ ᏍᏌᎾᎴᎢ,data/jw-living-phrases/split_audio/split_audio_126280_132120.mp3
,Bedroom,He or she got in bed (not sleeping yet),"tsi²wu²²nv,si²nv²³ʔi²",ᏥᏭᏅᏍᏏᏅᎢ,data/jw-living-phrases/split_audio/split_audio_134610_135940.mp3
,Bedroom,Are you tired?,de²²tsa³ya²we³³ga²s,ᏕᏣᏰᏪᎦᏍ,data/jw-living-phrases/split_audio/split_audio_138050_139523.mp3
,Bedroom,Are you sleepy?,hi²hlv²²sga²s,ᎯᎸᏍᎦᏍ,data/jw-living-phrases/split_audio/split_audio_142640_143720.mp3
,Bedroom,I’m very tired,"do²²yu³ da²²gi²²ya²we³³ga,",ᏙᏳ ᏓᎩᏯᏪᎦ,data/jw-living-phrases/split_audio/split_audio_146550_148030.mp3
,Bedroom,Turn off the light̀,"hv²htla²da² a²tsv²³ya,sdi²",ᎲᏝᏓ ᎠᏨᏯᏍᏗ,data/jw-living-phrases/split_audio/split_audio_150750_153280.mp3
,Bedroom,Turn on the light,"hi²tsv²²ya,sdv¹¹ga²",ᎯᏨᏯᏍᏛᎦ,data/jw-living-phrases/split_audio/split_audio_157980_159140.mp3
,Bedroom,Open the curtains,"di²²ya,to³³la,dv²³di² ti²²sdu²ʔi²",ᏗᏯᏙᎳᏛᏗ ᏘᏍᏚᎢ,data/jw-living-phrases/split_audio/split_audio_162200_164760.mp3
,Bedroom,Close the curtains,"di²²ya,to³³la,dv²³di² de²²hi³sdu²²hv¹¹ga²",ᏗᏯᏙᎳᏛᏗ ᏕᎯᏍᏚᎲᎦ,data/jw-living-phrases/split_audio/split_audio_167630_171130.mp3
,Bedroom,desk,go²²hwe²³lo³²di² ga²²sgi²lo³,ᎪᏪᎶᏗ ᎦᏍᎩᎶ,data/jw-living-phrases/split_audio/split_audio_173610_175910.mp3
,Bedroom,He or she is sitting at the desk,go²²hwe²³lo³²di² ga²²sgi²lo³ wu²²wo²³tla²,ᎪᏪᎶᏗ ᎦᏍᎩᎶ ᏭᏬᏝ,data/jw-living-phrases/split_audio/split_audio_179370_182010.mp3
,Bedroom,alarm clock,a²da²²hye²²sdi²³sgi²,ᎠᏓᏰᏍᏗᏍᎩ,data/jw-living-phrases/split_audio/split_audio_184540_186167.mp3
,Bedroom,The alarm is going off,"wa²³tsi² a²da²²hye²²sdi²³sgi, u¹¹no²²hyv³hga²",ᏩᏥ ᎠᏓᏰᏍᏗᏍᎩ ᎤᏃᏴᎦ,data/jw-living-phrases/split_audio/split_audio_189050_194170.mp3
,Bedroom,My alarm goes off at six,"wa²³tsi² a²da²²hye²²sdi²³sgi, a¹¹gwa²tse²²li³ su²³da³li, ge²²sv² u¹¹no²²hyv³hgo³³ʔi²",ᏩᏥ ᎠᏓᏰᏍᏗᏍᎩ ᎠᏆᏤᎵ ᏍᏑᏓᎵ ᎨᏍᏒ ᎤᏃᏴᎪᎢ,data/jw-living-phrases/split_audio/split_audio_198160_205040.mp3
*,Bathroom,Whose alarm is going off?,"ga³³go, yu²²wa²³tsi² a²da²²hye²²sdi²³sgi, u¹¹no²²hyv³hga²",ᎦᎪ ᏳᏩᏥ ᎠᏓᏰᏍᏗᏍᎩ ᎤᏃᏴᎦ,
,Bathroom,Brush your teeth,"de²²hi³na,do³hgv⁴ ti²nv²²ga²la²",ᏕᎯᎾᏙᎬ ᏘᏅᎦᎳ,data/jw-living-phrases/split_audio/split_audio_215200_217160.mp3
*,Bathroom,I brushed my teeth (in the past),de²²tsi³na²²do³hgv⁴ da²²gi²nv²²ga²lv²²hv²³ʔi²,ᏕᏥᎾᏙᎬ ᏓᎩᏅᎦᎸᎲᎢ,
*,Bathroom,I always brush my teeth,de²²tsi³na²²do³hgv⁴ de²²tsi³nv²²ga²li²²sgo³³ʔi² ni²go²³lv⁴,ᏕᏥᎾᏙᎬ ᏕᏥᏅᎦᎵᏍᎪᎢ ᏂᎪᎸ,
*,Bathroom,I’m going to brush my teeth (now),"de²²tsi³³na²²do³hgv⁴ da²²tsi²nv²²ga²lv²²li, no²³gwu, tsi³gi²",ᏕᏥᎾᏙᎬ ᏓᏥᏅᎦᎸᎵ ᏃᏊ ᏥᎩ,
*,Bathroom,I’m leaving to go brush my teeth,de²²tsi³na²²do³hgv⁴ de²²tsi³nv²²ga²lv²²ʔe³³ga²,ᏕᏥᎾᏙᎬ ᏕᏥᏅᎦᎸᎡᎦ,
*,Bathroom,Did you brush your teeth this morning?,"de²²hi³nv²²ga²le³³s de²²hi³na,do³hgv⁴ ko²²hi, sa²na³³le⁴",ᏕᎯᏅᎦᎴᏍ ᏕᎯᎾᏙᎬ ᎪᎯ ᏍᏌᎾᎴ,
*,Bathroom,Brush your teeth later after you eat,"de²²hi³na,do³hgv⁴ de²²hi³nv²²ga²lv²²hv² ha²li,sda¹¹yv,hno³nv²³ʔi²",ᏕᎯᎾᏙᎬ ᏕᎯᏅᎦᎸᎲ ᎭᎵᏍᏓᏴᏃᏅᎢ,
*,Bathroom,I just took a bath,ki²la²² ga²da²wo³³ʔo³hna²,ᎩᎳ ᎦᏓᏬᎣᎿ,
*,Bathroom,I need to take a bath,a¹¹gwa²da²wo²²sdi² nu⁴⁴sdi²,ᎠᏆᏓᏬᏍᏗ ᏄᏍᏗ,
*,Bathroom,bathtub,a²da²wo²²sdi⁴⁴ʔi²,ᎠᏓᏬᏍᏗᎢ,
*,Bathroom,toilet,"tsu²²ni²²ga,sdi⁴⁴ʔi²",ᏧᏂᎦᏍᏗᎢ,
*,Bathroom,toilet paper,"di²²su²³hlo,do²hdi²",ᏗᏍᏑᎶᏙᏗ,
*,Bathroom,mirror,a²da²²ke³hdi²,ᎠᏓᎨᏗ,
*,Bathroom,The mirrow just broke,a²da²²ke³hdi² a²²yo³³gi²,ᎠᏓᎨᏗ ᎠᏲᎩ,
*,Bathroom,The mirror is fogged up,a²da²²ke³hdi² u²²ka²ha²da²,ᎠᏓᎨᏗ ᎤᎧᎭᏓ,
*,Bathroom,his or her reflection,"u²²da²yv²³la,tv⁴⁴ʔi²",ᎤᏓᏴᎳᏛᎢ,
*,Bathroom,he or she is shaving,a²sdo²²ye³³ʔa²,ᎠᏍᏙᏰᎠ,
*,Bathroom,he or she is shaving his or her legs,di²²ga²nv²²sge³³ni² da²sdo²²ye³³ʔa²,ᏗᎦᏅᏍᎨᏂ ᏓᏍᏙᏰᎠ,
*,Bathroom,I’m going to shave,da²ga²li³²sdo²²ye²²ʔi²,ᏓᎦᎵᏍᏙᏰᎢ,
*,Bathroom,I just now shaved,ga²li²²sdo²²ye³³ʔo³hna²,ᎦᎵᏍᏙᏰᎣᎿ,
*,Bathroom,He or she is in the bathroom,"do²²yi, tsu²²ne²³da¹¹sdi² wa²²ya³ʔa²",ᏙᏱ ᏧᏁᏓᏍᏗ ᏩᏯᎠ,
*,Bathroom,soap,o²²hla²,ᎣᎭᎳ,
*,Bathroom,shampoo,"a²sdu²³hli,do²hdi²",ᎠᏍᏚᎵᏙᏗ,
*,Bathroom,Wash your hands,ta²ʔsu²³li²,ᏔᏍᏑᎵ,
*,Bathroom,Wash your face,ha²gv²²sgwo²²tsa²,ᎭᎬᏍᏉᏣ,
*,Bathroom,Wash your hair,"ha²li,sdu²³li²",ᎭᎵᏍᏚᎵ,
*,Bathroom,Wash your feet,ta²ʔda²nv²ʔsu²³li²²lo²³tsa²,ᏔᏓᏅᏍᏑᎵᎶᏣ,
*,Bathroom,Don’t forget to wash behind your ears,"he³³sdi, tsi²²tsv²²ke²²wa,s, di²²tsa²nv²²ga²hlv,di² ti²ʔle³³ni² o²hni,di³³tlv²",ᎮᏍᏗ ᏥᏨᎨᏩᏍᏏ ᏗᏣᏅᎦᎸᏗ ᏘᎴᏂ ᎣᏂᏗᏢ,
*,Bathroom,He or she is washing his or her hands,da²²su²³le³³ʔa²,ᏓᏍᏑᎴᎠ,
*,Bathroom,I’m washing my hands,de²²ga³³su²³le³³ʔa²,ᏕᎦᏍᏑᎴᎠ,
*,Bathroom,He or she is washing his or her hair,"a²²li,sdu²³le³³ʔa²",ᎠᎵᏍᏚᎴᎠ,
*,Bathroom,I’m washing my face,ga²gv²²sgwo³³ʔa²,ᎦᎬᏍᏉᎠ,
*,Bathroom,I didn’t forget to wash behind my ears,"tla³ ya³gwv²²ke²²wa²da, di²²gi²nv²²ga²hlv,di² di²²tsi²ʔle³³ni² o²hni,di³³tlv²",Ꮭ ᏯᏋᎨᏩᏓ ᏗᎩᏅᎦᎸᏗ ᏗᏥᎴᏂ ᎣᏂᏗᏢ,
*,Bathroom,toothbrush,"dv²²ga²²nv,do³hgv⁴ di²²ga²nv²²ga²hlv,do²hdi²",ᏛᎦᏅᏙᎬ ᏗᎦᏅᎦᎸᏙᏗ,
*,Bathroom,toothpaste,"dv²²ga²²nv,do³hgv⁴ di²²ga²nv²²ga²hlv,do²hdi² o²²hla²",ᏛᎦᏅᏙᎬ ᏗᎦᏅᎦᎸᏙᏗ ᎣᎭᎳ,
*,Kitchen,You chop them (something long),ti²ʔsgwa²lv¹¹ya²,ᏘᏍᏆᎸᏯ,
*,Kitchen,He is chopping them (something flexible),di²gv²²ha²lu³²ya²,ᏗᎬᎭᎷᏯ,
*,Kitchen,Pour it in,hi²dli¹¹ga²,ᎯᏟᎦ,
*,Kitchen,Peel the potatoes,"nu²³na, ti²ne³³ga²la²",ᏄᎾ ᏘᏁᎦᎳ,
*,Kitchen,Do you want me to put the potatoes in?,do²²chi²la³³ni²tsu³ nu²³na²,ᏙᏥᎳᏂᏧ ᏄᎾ,
*,Kitchen,This needs more salt,a³³ma²dv³³ ga²lu²³lo³²ga²,ᎠᎹᏛ ᎦᎷᎶᎦ,
*,Kitchen,The water is boiling,a²ma² tsi²²te³³hdi²³ha²,ᎠᎹ ᏥᏖᏗᎭ,
*,Kitchen,Because that’s the only thing I know how to cook,sgwu³dv³³ tsi²ga²²ta² a¹¹gwv²²ni³sdo²hdi⁴³ʔi²,ᏍᏊᏛ ᏥᎦᏔ ᎠᏋᏂᏍᏙᏗᎢ,
*,Kitchen,It smells really good,"do²²yu³ o⁴⁴sda, a²²sv¹¹ga²",ᏙᏳ ᎣᏍᏓ ᎠᏍᏒᎦ,
*,Kitchen,What is that smell?,"do² u⁴⁴sdi, na² tsa²²sv¹¹ga²",Ꮩ ᎤᏍᏗ Ꮎ ᏣᏍᏒᎦ,
*,Kitchen,What does it smell like?,"do² u⁴⁴sdi, e²³li³²sdi² a²²sv¹¹ga²",Ꮩ ᎤᏍᏗ ᎡᎵᏍᏗ ᎠᏍᏒᎦ,
*,Kitchen,It smells like apples,"sv²²ga,ta²wu, e²³li³²sdi, ga²²wa,sv¹¹ga²",ᏍᏒᎦᏔᏭ ᎡᎵᏍᏗ ᎦᏩᏍᏒᎦ,
*,Kitchen,What did you put in this?,"do² u⁴⁴sdi, hi²tlv¹¹ga²",Ꮩ ᎤᏍᏗ ᎯᏢᎦ,
*,Kitchen,What did you mix in this?,"do² u⁴⁴sdi, ha²su²²yv¹¹ʔa²",Ꮩ ᎤᏍᏗ ᎭᏍᏑᏴᎠ,
*,Kitchen,I put onions and tomatoes in it,sv¹¹gi² ta²ma²³tli²hnv³ de²²tsi³ʔlv¹¹ga²,ᏍᏒᎩ ᏔᎹᏟᏅ ᏕᏥᎸᎦ,
*,Kitchen,pantry,a²²tla²hnv²²di²,ᎠᏝᏅᏗ,
*,Kitchen,fridge,a²hyv²²dla²di²²sdo²hdi⁴⁴ʔi²,ᎠᏴᏜᏗᏍᏙᏗᎢ,
*,Kitchen,Can you get the eggs out of the fridge?,"e²²li³³wu³ke³ tsu²²we²³tsi, yi²de³³hi²le²gi² a²hyv²²dla²di²²sdo²hdi⁴⁴ʔi²",ᎡᎵᏭᎨ ᏧᏪᏥ ᏱᏕᎯᎴᎩ ᎠᏴᏜᏗᏍᏙᏗᎢ,
*,Kitchen,Put this back in the fridge,hi²ʔa²nv³ hwi²²gi²hlv¹¹ga² a²hyv²²dla²di²²sdo²hdi⁴⁴ʔi²,ᎯᎠᏅ ᏫᎯᎩᏢᎦ ᎠᏴᏜᏗᏍᏙᏗᎢ,
*,Kitchen,I have to put the leftovers away,"u²²ti²²yv²³hnv, da²tsi²²sgwa²²ni,go¹¹ta²ni²",ᎤᏘᏴᏅ ᏓᏥᏍᏆᏂᎪᏔᏂ,
*,Kitchen,Can you help me with the dishes?,"e²²li³³wu³ke³ yi²ki,sde²²la, di²gv²²di²²ye³ʔv²³ʔi²",ᎡᎵᏭᎨ ᏱᏍᎩᏍᏕᎳ ᏗᎬᏗᏰᎥᎢ,
*,Kitchen,Can you help him or her with the dishes?,e²²li³³wu³ke³ hyi²²sde²²la² de²²gv³³di²²ye³³sgv²³ʔi²,ᎡᎵᏭᎨ ᏱᎯᏍᏕᎳ ᏕᎬᏗᏰᏍᎬᎢ,
*,Kitchen,He or she cleaned the counter,a²hya²ta²na²²lv⁴ ga²nv²²ga²la²,ᎠᏯᏔᎾᎸ ᎦᏅᎦᎳ,
*,Kitchen,I just broke my favorite plate,"wa²²gi²lv²³gwo,dv² te²²li,do³ tsi²²yo³³sda²",ᏩᎩᎸᏉᏛ ᏖᎵᏙ ᏥᏲᏍᏓ,
*,Kitchen,Hand me a cup,u²²li²²sgwi³ʔdi² e²²skv²ʔsi²,ᎤᎵᏍᏈᏗ ᎡᏍᎬᏍᏏ,
*,Kitchen,Do you want anything to drink?,go²²hu⁴⁴sdi²s tsa²du²²li³ tsa²di³³ta²sdi²,ᎪᎱᏍᏗᏍ ᏣᏚᎵ ᏣᏗᏔᏍᏗ,
*,Kitchen,I want some coffee,ka²³wi² a¹¹gwa²du²²li³,ᎧᏫ ᎠᏆᏚᎵ,
*,Kitchen,I like tea better than coffee,"tsa²³yi² u²dli³ na²²gi²lv²³gwo,di, ka²³wi² ni²ge³³sv²³ʔi²",ᏣᏱ ᎤᏟ ᎾᎩᎸᏉᏗ ᎧᏫ ᏂᎨᏍᏒᎢ,
*,Kitchen,Hand me the cutting board,"di²²sgi²di³²si, na² a²ga²²ha²lu³²ya,sdi⁴⁴ʔi²",ᏗᏍᎩᏗᏍᏏ Ꮎ ᎠᎦᎭᎷᏯᏍᏗᎢ,
*,Kitchen,Hand me a knife,"di²²sgi²di³²si, ha²ye²²la,sdi²",ᏗᏍᎩᏗᏍᏏ ᎭᏰᎳᏍᏗ,
*,Kitchen,Toast the bread,"hi²²sda²ga²²yv,da² ga³³du²ʔi²",ᎯᏍᏓᎦᏴᏓ ᎦᏚᎢ,
*,Kitchen,He or she is buttering the toast,"go²²hlv²²nv² ga²nv²²li²³ye³ʔa² ga³³du² a²²sda²ga²²yv,ta²nv²³ʔi²",ᎪᏢᏅ ᎦᏅᎵᏰᎠ ᎦᏚ ᎠᏍᏓᎦᏴᏔᏅᎢ,
*,Kitchen,Do you want butter on your toast?,"tsa²du²²li³³s go²²hlv²²nv² ga²nv²²li²³ye³³da² ga³³du² a²²sda²ga³³yv,ta²nv²³ʔi²",ᏣᏚᎵᏍ ᎪᏢᏅ ᎦᏅᎵᏰᏓ ᎦᏚ ᎠᏍᏓᎦᏴᏔᏅᎢ,
*,Kitchen,I’m going to empty the dishwasher,di²gv²²di²²ye³³sgi² da²²tsi²le³³sv²²hni²,ᏗᎬᏗᏰᏍᎩ ᏓᏥᎴᏒᏂ,
*,Kitchen,Empty the dishwasher,"ni²ga⁴⁴da, ti²le³³sv²²hv¹¹ga² di²gv²²di²²ye³³sgi²",ᏂᎦᏓ ᏘᎴᏍᏒᎲᎦ ᏗᎬᏗᏰᏍᎩ,
*,Kitchen,He or she is loading the dishwasher,di²gv²²di²²ye³³sgi² ga²²hla²nv³sga²,ᏗᎬᏗᏰᏍᎩ ᎦᎳᏅᏍᎦ,
*,Kitchen,I always empty the dishwasher in the morning,"ni²ga⁴⁴da, de²²tsi³le³²sv²²sgo³ di²gv²²di²²ye³³sgi² sa²na³³le⁴⁴ʔi²",ᏂᎦᏓ ᏕᏥᎴᏍᏒᏍᎪ ᏗᎬᏗᏰᏍᎩ ᏍᏌᎾᎴᎢ,
*,Kitchen,kitchen,"a²da²²sda¹¹yv,di⁴⁴ʔi²",ᎠᏓᏍᏓᏴᏗᎢ,
*,Kitchen,Do you want me to make some coffee?,ka²³wi²s a¹¹gwo²²tlv²hdi² tsa²du²²li³³ha²,ᎧᏫᏍ ᎠᏉᏢᏗ ᏣᏚᎵᎭ,
*,Kitchen,Am I to make coffee?,da²go²²tlv²²hni²ke³ ka²³wi²,ᏓᎪᏢᏂᎨ ᎧᏫ,
*,Kitchen,What’s wrong with the coffee pot?,"do² u²²li,sta²nv² ka²³wi, a²tli²²sdo²hdi²",Ꮩ ᎤᎵᏍᏔᏅ ᎧᏫ ᎠᏟᏍᏙᏗ,
*,Kitchen,I think it’s broke.  I’ll have to buy a new one,u²²yo³²tsv²³dv³ ge²²li³ʔa² a²tse³dv³³ a²²se³ a¹¹ki²wa²hi²sdi² ge²²se³³sdi²,ᎤᏲᏨᏛ ᎨᎵᎠ.  ᎠᏤᏛ ᎠᏍᏎ ᎠᎩᏩᎯᏍᏗ ᎨᏍᏎᏍᏗ,
*,Kitchen,Whose dishes are those?,"ga³³go, tsu²²tse²²li³ di²²te²li²²do⁴⁴ʔi²",ᎦᎪ ᏧᏤᎵ ᏗᏖᎵᏙᎢ,
*,Living room,I’m going to watch television,"a²²da²yv²³la,tv²sgi² da²tsi²²ga²²to²³sta²ni²",ᎠᏓᏴᎳᏛᏍᎩ ᏓᏥᎦᏙᏍᏔᏂ,
*,Living room,Do you want to go watch something?,tsa²du²²li³³s gu⁴⁴sdi² hyi²ga²²to²³sdo²hdi⁴⁴ʔi²,ᏣᏚᎵᏍ ᎫᏍᏗ ᏱᎯᎦᏙᏍᏙᏗᎢ,
*,Living room,How many pages have you read?,"hi²la² du²²ga²²nv,da³ʔdv⁴ di²²tsa²go²²li²³ye³³da²",ᎯᎳ ᏚᎦᏅᏓᏛ ᏗᏣᎪᎵᏰᏓ,
*,Living room,What are you reading?,"do² u⁴⁴sdi, hi²go²²li²³ye³ʔa²",Ꮩ ᎤᏍᏗ ᎯᎪᎵᏰᎠ,
*,Living room,I read fifteen pages for school,"sgi²²ga²du² du²²ga²²nv,da³ʔdv⁴ de²²tsi³go²²li²³ye³ʔa² tsu²²na,de²³hlo,gwa¹¹sdi² u²²gv²³wa²hli²",ᏍᎩᎦᏚ ᏚᎦᏅᏓᏛ ᏕᏥᎪᎵᏰᎠ ᏧᎾᏕᏠᏆᏍᏗ ᎤᎬᏩᎵ,
*,Living room,He or she is under a blanket,u²²ne²²gv²²ha⁴ u²²du³³hlv²²di²,ᎤᏁᎬᎭ ᎤᏚᏢᏗ,
*,Living room,He or she is comfortable,"o⁴⁴sda, u²²da²²nv,ta²",ᎣᏍᏓ ᎤᏓᏅᏔ,
*,Living room,He or she is sitting on the couch,ga²²sgi²lo³³gi² u²²wo²³tla²,ᎦᏍᎩᎶᎩ ᎤᏬᏝ,
*,Living room,He or she is lying down on the couch,"ga²²sgi²lo³³gi² ga²²nv,ga²",ᎦᏍᎩᎶᎩ ᎦᏅᎦ,
*,Living room,living room,a²yv³²sdi⁴⁴ʔi²,ᎠᏴᏍᏗᎢ,
*,Living room,porch,do²²yi³³tlv⁴⁴ʔi²,ᏙᏱᏢᎢ,
*,Living room,He or she is patching a pair of pants,ga²²sdlv³sga² a²²su²²lo³,ᎦᏍᏢᏍᎦ ᎠᏍᏑᎶ,
*,Living room,He or she is sewing,"ga²²ye²²wi,sga²",ᎦᏰᏫᏍᎦ,
